sample_order,dataset_id,series_id,series_type,source_order,selection_rank_within_type,selection_digest,length,missing_count,nonfinite_count,zero_count,negative_count,iqr,standard_deviation,mean_squared_first_difference
289,weather_daily,T1719,maxtemp,1719,71,18a04b377b1ca3809d8f6c8eb76db5a5c628b710235aa988f697ccdeeb586361,21193,0,0,0,0,12.299999999999995,7.613734509371787,15.025253844868953
290,weather_daily,T1723,maxtemp,1723,81,1b87896fbc6622d012a7b37c60b915b9d7b978a5a4bc6af089881e76ee6a5f81,13385,0,0,0,0,9.2,6.703718678257535,17.522246706374375
291,weather_daily,T1731,maxtemp,1731,102,200f006ae7f8927fddf335ebaddf1e0bbfb7e96fd083c5246a92257f952ff8c7,14481,0,0,1,0,7.699999999999999,4.959927819463365,6.7516680789526475
292,weather_daily,T1743,maxtemp,1743,75,18ff588cb52050ec0ee670b12540f63dace608950d5669739927ee57d50e49e4,19876,0,0,0,0,3.8000000000000007,3.344940103537137,7.070410833715698
293,weather_daily,T1746,maxtemp,1746,60,15073c4ae4e942cbf4a71c9af853e52ba66d290873984540169177ac38073233,7541,0,0,0,0,8.400000000000002,5.527774411985776,7.935226945025561
294,weather_daily,T1751,maxtemp,1751,88,1cc9439e33d5d82b5d67fd379f521d1ef98ffd0f05e39066a108fd64d9ddbe02,5349,0,0,0,0,9.6,6.848879634040227,18.431113078922618
295,weather_daily,T1753,maxtemp,1753,73,18b9b488887285015a7b6086772d3518f38373d004d22238527387ee3f722b08,5349,0,0,0,0,12.900000000000002,7.971678725243875,14.198046408051162
296,weather_daily,T1754,maxtemp,1754,124,27c92ecba1c78dd236a8acd0bb630eb84956060004f47f106751e1649f1feea7,3158,0,0,0,0,4.700000000000001,4.407147878184982,16.934849665442037
297,weather_daily,T1757,maxtemp,1757,50,0f892165b8e59ec592bd99938688a535efcc2934d79592edd4efc75a15457bb7,9732,0,0,0,0,8.400000000000002,5.666983780199796,9.638376448877178
298,weather_daily,T1766,maxtemp,1766,77,1a5743261323d65a7d39905556c24e0fce80ce2491665ab8cac3e7eb602a5f64,7906,0,0,0,0,9.9,6.954027469360368,17.188358337956377
299,weather_daily,T1768,maxtemp,1768,38,0b0cce52fadce7ca2fe24e5cfd1c4d83a2e9fa2472ec74ba1a3b15663f537baa,7906,0,0,0,0,6.0,4.342548672838192,11.129181612239512
300,weather_daily,T1769,maxtemp,1769,83,1bfb84dddb96a9df2624bf92014c9d7cf33aaa6f7274912d290188849fd879bc,19594,0,0,0,0,7.5,5.246245916541941,7.624727372731765
301,weather_daily,T1783,maxtemp,1783,25,072fe3a2f68b2bf4e4d6f7c332f14f413b9695ed9bb3c062c4659e719a076abf,2427,0,0,0,0,4.799999999999999,3.839476838052091,8.979190885309684
302,weather_daily,T1786,maxtemp,1786,57,13a693c37753e07c08c70380e1ee8c640e834534f26c4205e3bdd2cfe19a1f75,27630,0,0,4,2,5.9,5.310392624900576,12.96380615158875
303,weather_daily,T1791,maxtemp,1791,68,175acd2d1af5f14842248668d6f828b8110df44cefa1e83b8a14aee62d4ae42d,10098,0,0,0,0,5.0,3.6944001963020736,6.047682183334763
304,weather_daily,T1797,maxtemp,1797,16,051e9877cc7c51106a7361cdd3df596535999d32b108c4d63e264198c2f0638d,6445,0,0,0,0,10.299999999999995,7.114469602707483,21.38194332080428
305,weather_daily,T1817,maxtemp,1817,26,074dfeb16f9f7db438649e96a9b3a5ff4a9715032a46492c47264c85b5b96da2,13750,0,0,1,0,4.099999999999998,3.0377440486358047,3.464347873602662
306,weather_daily,T1822,maxtemp,1822,35,0a9b7b82b03f0845607892b9ff77f5f32c29387de2fa90a9ac5757eebecdd06b,19594,0,0,0,0,8.8,6.598806225382064,21.068404379281674
307,weather_daily,T1827,maxtemp,1827,99,1fa4d2a5f8dbf3c1db30c264b9a8dd61d2d8042f65806e73f2f412f5a5c7c79e,10098,0,0,0,0,5.100000000000001,3.487691852252619,4.687927540329333
308,weather_daily,T1832,maxtemp,1832,48,0f0f9f45a91da5035b9b5ddeb18ad86159efaccec130ca9835ab7d552b8569ef,10098,0,0,0,0,8.3,5.558254021439934,7.62553778192817
309,weather_daily,T1833,maxtemp,1833,44,0e4e6e4395ac90f474e9a0ff18f05a466559d29f37a7986f22a2ddab0c683240,8271,0,0,0,0,5.300000000000001,4.17460324081255,12.410525796836332
310,weather_daily,T1839,maxtemp,1839,107,223f8e3294d390d6dd33c40f5b75ef0d95930c22ac54f8a12fadf8ce5f5a4541,8271,0,0,0,0,12.599999999999998,7.749899238815615,13.04141710719451
311,weather_daily,T1855,maxtemp,1855,93,1db70d45287565c0435832e25e53bee027f065d573076edbd465f9ac8eb6e073,29456,0,0,0,0,6.900000000000002,6.099190467521679,13.360972415317732
312,weather_daily,T1859,maxtemp,1859,84,1bfc7c4acf8f26129f8f1f6ba0bb498d2abbf6dc767e71e70e6fcc480d005229,8271,0,0,0,0,4.699999999999999,3.2238140577033403,3.781494125099187
313,weather_daily,T1874,maxtemp,1874,33,0a22a7cdbf186627bc7e28a2869a169f13a8b2500dc9c47c6f39d34bbe563ed7,4619,0,0,0,0,4.800000000000001,3.6859008850365065,5.86898193591747
314,weather_daily,T1875,maxtemp,1875,66,174bca3425eda90b4013c6dfe8ba90dcadea9c47062ddff04af3a7c1eb22ac1b,28360,0,0,0,0,10.8,6.735774437366309,8.616625533139015
315,weather_daily,T1881,maxtemp,1881,94,1dd6db5ce6e7dc7ec6e777c29abeacedcf24c2b0bb14d67a79c81c03bb2340b5,8637,0,0,0,0,4.800000000000001,3.3927361624853036,4.954135433171608
316,weather_daily,T1889,maxtemp,1889,85,1c0caed5ef8e645c0a65ce61d98a55b3b9bc73e6ba518e3b4270b79282831e38,20905,0,0,0,0,11.799999999999995,7.160123325978928,9.574480782268267
317,weather_daily,T1894,maxtemp,1894,87,1cc7e75fef54dd6c766bf21e22cc4e1970fffd8c9de62939d232d0afff937079,13750,0,0,0,0,7.0,6.20962865095507,21.194941960505822
318,weather_daily,T1900,maxtemp,1900,11,03c2aedf30f30eb85425fbd7b7045beaf311e5f0177eddad56fa0d0939143db5,13750,0,0,0,0,12.8,7.808355437181072,12.649889910063674
319,weather_daily,T1902,maxtemp,1902,65,1684113c54fd12c3752b04ff6f6b38cc5384505cbce8032b4f9c3e881804aa63,6445,0,0,0,0,6.000000000000002,4.860347066158334,9.239675546647248
320,weather_daily,T1907,maxtemp,1907,115,242869c58449f7bd9f31f3625d570a9c813f752344e55153e0344b291e8a3bec,22881,0,0,0,0,8.100000000000001,6.447185226438042,25.31226439341762
321,weather_daily,T1908,maxtemp,1908,40,0bb5340139769eca21c9f5ba939d03a725ff63dfb7ac69ab469968a6515eb68c,21055,0,0,0,0,4.5,3.3015364360901627,4.988657074726528
322,weather_daily,T1910,maxtemp,1910,89,1d26fbe3fab11c2032410cef5f0111d49458f7ac2710e856dc3bb2b181904227,22151,0,0,0,0,2.599999999999998,2.8456229853407597,2.3112863420526972
323,weather_daily,T1918,maxtemp,1918,5,017ea2fcae76e683f53f0ad9d1221a224883fa4bc31f50057e0e2d2902125a53,25803,0,0,0,0,12.3,7.608988524161519,14.555161003827305
324,weather_daily,T1920,maxtemp,1920,116,247d1193760a8d410dfc980a3b0c791372175c7538b9af08a067db15897e77f4,19959,0,0,0,0,6.5,4.71214947637654,9.174083619081436
325,weather_daily,T1928,maxtemp,1928,30,098884f057d1978d6a2ced7845a6db30737abc77c82de33869331ec4f564c93a,9732,0,0,0,0,4.800000000000001,3.251334651326148,3.4253914494974707
326,weather_daily,T1932,maxtemp,1932,2,00d66255c429c4f7cbfe87b236fe54bb092f5ab22f5261d8fabae7f414ce560b,2427,0,0,0,0,7.049999999999997,4.724959368189574,5.229025339954923
327,weather_daily,T1937,maxtemp,1937,17,058462dd70d19aff44aceb7c543266ec2c425b4916f1d55bc55b625e3a7e324b,8782,0,0,0,0,4.0,2.8706217495890973,1.9194464338173471
328,weather_daily,T1943,maxtemp,1943,4,016e94eefeef194963be76563984e285ab809bd002463274e6c80cfa5359a120,3523,0,0,0,0,7.4999999999999964,5.060157483886546,6.093265198056213
329,weather_daily,T1947,maxtemp,1947,45,0e95576e957080392d7c43ccfe01e9eeea60f4c5deb28bc18f66e004191205ef,22881,0,0,0,0,8.3,6.200896013767817,17.418045701960192
330,weather_daily,T1964,maxtemp,1964,20,05d14e0bd7ed62bf19c0e673e661f8c58b3096c251a4305d9d9343ad4ce74045,6445,0,0,0,0,5.199999999999999,3.2675161081720163,1.7679321725264328
331,weather_daily,T1967,maxtemp,1967,22,066e9755cf17f2f02ceb4f5ddcd7a2efe234617e3fdee19ae8829229390fe5aa,6810,0,0,0,0,8.974999999999998,5.963331668003965,8.27357510615108
332,weather_daily,T1975,maxtemp,1975,74,18e13bcacc683db9aaf6de2165014cee2217a70f9f9f976bef6aceb4a37092ab,25073,0,0,0,0,3.6000000000000014,2.818768459822076,2.623461812826671
333,weather_daily,T1979,maxtemp,1979,21,0625a92ffa3a7037307e0ad3e2008760142e641fc6b99caabeb03ae818c37d2b,2427,0,0,0,0,4.300000000000001,2.74104363901123,1.0770578246095914
334,weather_daily,T1997,maxtemp,1997,86,1cafe45aea95520d4e82fcc043320bb2464270f0331310cc5129fe672ef34ea6,19959,0,0,0,0,4.5,3.0979618052785995,2.3273688709923195
335,weather_daily,T2005,maxtemp,2005,31,0a02bfccf4ba6151b3f6c4c8235fe068888abaf4369990e09d50d607eab67a6c,7176,0,0,0,0,4.399999999999999,3.1703406058086148,3.022969161862349
336,weather_daily,T2019,maxtemp,2019,24,0719a821bbf76125bbae74d6d0cf2f119ef1754fbc09e5e9ecc24b42ceb3d660,6810,0,0,0,0,4.700000000000003,3.4728632891408933,3.702814235596897
337,weather_daily,T2036,maxtemp,2036,64,1624baaa1268ae188a4d48bd59d082b9cab9dbb1013c032eec689270311b6ff6,18498,0,0,0,0,2.6999999999999993,5.630579359033262,7.678109648494148
338,weather_daily,T2043,maxtemp,2043,105,20f9f30a92bd55673c99a1e26ff296eee9cbbecbd37761ee901dcf4b1ad90c5e,10463,0,0,0,0,7.449999999999999,5.874440777080733,23.74292510069004
339,weather_daily,T2047,maxtemp,2047,108,2259f75ee13b9d36f88c683bb035bcbab40c4e071cabca09758e68208b8a77b4,7541,0,0,0,0,10.1,6.779541043249154,19.084659111169874
340,weather_daily,T2052,maxtemp,2052,46,0ed5f150f13421f01c8f1ba72faf50ef8c267995bad3210efc4b3f38a60c56c5,10463,0,0,0,0,11.1,7.279282640543141,16.43606113239136
341,weather_daily,T2056,maxtemp,2056,118,2605a9fe3b1394f8be49eea21572da25ff72152a296065a9b177a61c6513fdaf,8637,0,0,0,0,4.399999999999999,4.440153934637674,17.322991194446296
342,weather_daily,T2069,maxtemp,2069,36,0ada4ea81b0847d1fbf2cd1886356f6e1cce2571dbd72758eef898ec539c6896,19593,0,0,0,0,8.899999999999999,6.308604968634772,18.54986612762916
343,weather_daily,T2073,maxtemp,2073,43,0d3c167c96a2748b66511df3e5688d7c293a0c8ea658294b94aa8b3fd066dbb7,6443,0,0,0,0,3.6000000000000014,3.1094695797787657,1.977956655429982
344,weather_daily,T2074,maxtemp,2074,96,1ebc2385d854b7497b3e75b6361cecc8f193db5d3147476d06d47c235a8c73d4,41144,0,0,0,0,2.5,3.2151046379109034,7.356553347898911
345,weather_daily,T2077,maxtemp,2077,117,252356c16180a531c6d02a2463a2ae0cd6347a368bf0aaf92f5c79fb0a878dae,1697,0,0,0,0,5.299999999999997,4.178791550053818,3.33997257045799
346,weather_daily,T2082,maxtemp,2082,119,2655e5b55fcaf4d3e4b90955cb242c99142395f43221645dfffed66742465d0e,41142,0,0,1,0,6.400000000000002,5.468168008571384,17.999212386328832
347,weather_daily,T2083,maxtemp,2083,10,02dae94178e1c8d7660ebc2b5ebad50448d94a376a869fda52db05108cfb6b4a,2638,0,0,0,0,3.700000000000003,2.9584303209401743,2.867978119923697
348,weather_daily,T2086,maxtemp,2086,82,1b87a41670607384c5bd5481fc227e5995dac4163f1782a42412ffd03a6311eb,9732,0,0,0,0,1.900000000000002,1.7434571672749395,1.47676513264377
349,weather_daily,T2090,maxtemp,2090,106,21db5494d8b5a80b8120f5903bf1dec780f96c58f2ff75bf370a9e6a109d1049,26169,0,0,0,0,11.4,7.185539802606907,14.199298874258089
350,weather_daily,T2097,maxtemp,2097,79,1a603da2010ec58ba47bf28bce1f5accaa7304c8812440229afcd41d2c32ec0c,6080,0,0,0,0,3.6000000000000014,2.818882750221315,1.920303236322802
351,weather_daily,T2101,maxtemp,2101,111,23905073523939c209bf606a657243288f12c47b8accd345e78aba2ef23b10df,38952,0,0,0,0,10.5,6.81395080968808,13.112319522340776
352,weather_daily,T2108,maxtemp,2108,41,0c197c6568953d492a6066ebcd118c150b3f62faaf7a9aada5c3c36973b9dbfd,8637,0,0,0,0,11.8,7.349380198461728,14.057113467752089
353,weather_daily,T2111,maxtemp,2111,97,1ef3eb61621ce2d4469c1c6012a65824a32367342b24a31a4203853f26128531,6080,0,0,0,0,1.9999999999999964,1.6848477557983692,1.5325832889397542
354,weather_daily,T2117,maxtemp,2117,32,0a21b3a9311131fc42ef12fff1000ff70e4a6abf861c9f6fe8dbd8abb19fac8f,8271,0,0,0,0,6.0,4.238983196183977,3.68410428891198
355,weather_daily,T2130,maxtemp,2130,112,23995cf04a850b5dc76ee57403dce4fb4b9379abff75800a3579eedf2c9a5ca4,23649,0,0,5,0,9.9,6.805240988634745,17.32199013347984
356,weather_daily,T2135,maxtemp,2135,69,17b8bfa8528a02324618b441e2dc0a2ed7d0e5996ed683ad2b8a376e5c159c80,19956,0,0,0,0,10.1,6.554345051164925,12.32190379636544
357,weather_daily,T2140,maxtemp,2140,114,2420fdd8bc8191bde4ca84a7d0da8e10f63e2e2f92d8c8fefb81bb1ec679b61a,9002,0,0,0,0,7.899999999999999,5.416606093943665,7.632251728496741
358,weather_daily,T2150,maxtemp,2150,15,04cd9bb8e4dc3644ce14bfb31cee2b52088c92b516c68e8102d8b93f7ea37de5,41144,0,0,0,0,4.800000000000001,3.3885405863562132,5.14413436135148
359,weather_daily,T2158,maxtemp,2158,1,00cf3e497630deb0958494379b2d340937909ae7f12941051b2e8495bc0e7a01,2427,0,0,0,0,5.5,4.753547646579637,10.935332769558268
360,weather_daily,T2159,maxtemp,2159,19,05c0bcbb9db9f614f435a7f7418a9cb4bc77ab45f1d6ec78c6532fdb51beeee0,8637,0,0,0,0,9.6,6.4308800617706625,14.544918912098556
361,weather_daily,T2164,maxtemp,2164,104,20e8aa0d41bdf588983e90b8d2cb9d90f164565ae1f6100221ac84ede5d771b0,22881,0,0,0,0,6.099999999999998,4.482685786408611,6.2236863454011555
362,weather_daily,T2176,maxtemp,2176,121,26fcabf6a554331238af61734861768b727ff43915892fcf795a85fd0860bd02,10828,0,0,0,0,5.299999999999997,3.761682414132392,3.92707098582022
363,weather_daily,T2185,maxtemp,2185,110,2298353fe070d74c7dd230d784c01588f84d638d270986eb12785b558405be5e,22880,0,0,0,0,3.900000000000002,3.3684857948721825,5.315164318316953
364,weather_daily,T2195,maxtemp,2195,90,1d39d5781f834d83da781160146ffe5bde863a9949e8a048083f833f210be93a,12654,0,0,0,0,3.6999999999999993,2.7961484725692185,2.445051738145765
365,weather_daily,T2202,maxtemp,2202,34,0a2a6f8d0ef5a871378efc1825474b1d663fde23c21a4b6a906fa6ef37c1b3b1,21053,0,0,0,0,6.200000000000003,5.8158060007438666,7.65634748643969
366,weather_daily,T2212,maxtemp,2212,39,0b4113eb90e386ce00b4dde977e7900a8ebb49da50efa825e54fc6d5a91a4859,22881,0,0,0,0,7.5,4.957212684448464,6.192599114592965
367,weather_daily,T2214,maxtemp,2214,18,0592de6f0b8c47cd7ff30c8577aa3fdab03f5afbdfed8030e1c31cc1efe68689,10828,0,0,0,0,3.5,3.333987293409466,3.07870381682627
368,weather_daily,T2218,maxtemp,2218,91,1d66d388b55087f2e41fc10f78c1efb365921fe682bcefa3515cc96ff57e8338,11193,0,0,70,8766,9.7,6.757583805470505,11.582558757146826
369,weather_daily,T2221,maxtemp,2221,62,15676ee481754f8981ba05478e23ce5b0e60e41c4a732cd968eac14f200678aa,24708,0,0,0,0,1.400000000000002,1.0963195419085063,0.5050150437628417
370,weather_daily,T2224,solar,2224,47,104307ff092782e9f14bae3a60a52a3fb9f9c4bd23f3bd4ea4f862e0c6624fab,4619,0,0,0,0,12.8,8.05329208366025,37.550225261200886
371,weather_daily,T2231,solar,2231,129,2a3459e97dd3d83bb037c97ad2575a76d233cc3c7dd7614ac5cf43ad6c74bb8e,10828,0,0,0,0,12.7,8.110911855961563,42.20913471680694
372,weather_daily,T2234,solar,2234,35,0b1ac4b996de35b795cc7c525dcd3cb20866f85bb39f2394c79f3e74e63410c5,10828,0,0,0,0,11.5,7.881766117328842,58.598990337903
373,weather_daily,T2235,solar,2235,62,16b52412023a14878b79688dfdb02fc20ebc4eed6d0953de5fe6adca40750a75,10828,0,0,0,0,14.6,9.110617322099657,53.06384038987244
374,weather_daily,T2246,solar,2246,20,0648307f1122b8dc6dbceb8c42475406b6132547382091c79db406f97be03534,10828,0,0,0,0,10.9,7.745623590617277,55.53572983231637
375,weather_daily,T2251,solar,2251,85,1d0e844b79151a760eb8fa6d362a433684f8315a63b0a28c82362ec5c98cc21a,4619,0,0,0,0,11.3,7.674942203932471,49.465888555535074
376,weather_daily,T2259,solar,2259,96,2091e776992c80b3b982d1a1491d4caa7c1889c4101c47c63c627b0968869864,10828,0,0,0,0,15.5,9.401478150293867,52.45355167316667
377,weather_daily,T2278,solar,2278,57,1411042e50c14b2fef9042b6353f295d4888ed2876744f77bbfff31933d50084,10828,0,0,0,0,10.8,7.644631873945431,50.94383650986583
378,weather_daily,T2289,solar,2289,84,1badb2cbb6701e40a5aeab4d717a1e23c50a53fdc0499bd55c054b1d1214275c,10828,0,0,0,0,10.8,7.741732125041932,55.166791647938
379,weather_daily,T2291,solar,2291,29,0a097c55687a056c34229012e02054f07156e12ffe91d77501c8ae9a25803d50,10828,0,0,0,0,13.099999999999998,8.28825820903813,40.0270442642193
380,weather_daily,T2293,solar,2293,24,06d48fc78175191e0fef2895ae7dfee31b26174449d0a1a71203fc7f2f0d35b7,10828,0,0,0,0,10.8,7.664651877029327,51.81027171831047
381,weather_daily,T2294,solar,2294,11,024521cb65d3cf7571ef7c07cb9098393d6183a4fb69aef681aa83284b77366b,10828,0,0,0,0,10.8,7.731684777949214,55.06704842586931
382,weather_daily,T2298,solar,2298,67,17a9ff6de104ee629dbf02585f1450015dc92929b6ec41940baa9312a5773f15,10828,0,0,0,0,10.9,7.723044209246394,53.83913404429136
383,weather_daily,T2305,solar,2305,86,1d20f84df4a317abee921f886dadfc8213e64482f804d7e16c494d1a04eb6dd3,10828,0,0,0,0,11.2,7.726322174301868,49.77448072610997
384,weather_daily,T2306,solar,2306,113,2525d82738e62daabcd15c7f1b1f2dd0f727ee1c507f4ab7137c1b0aaddec257,10828,0,0,0,0,13.8,8.329227886982856,38.28784968995947
385,weather_daily,T2313,solar,2313,27,08741837fd9762342716d1c7c858ccfb2cf3244cc4bb2c7b63c7a23ade7b1500,10828,0,0,0,0,11.0,7.64801771006137,51.074860608261616
386,weather_daily,T2317,solar,2317,105,23d1307338c8b2a4fd8558b85875a63bdc8bc0f0916f8931ec31f7a38ce2da22,10828,0,0,0,0,13.1,8.364136032197774,46.33623873192021
387,weather_daily,T2320,solar,2320,28,087926d67df383944677f81c36855e4a7e87d21fba5a9fa8d9eecac9734e78cb,10828,0,0,0,0,14.499999999999998,8.564782144826397,39.653691420552555
388,weather_daily,T2323,solar,2323,97,2123d2ef4f4903b6165280ed2fef64f219b3c6cbb0c5677baa827da597821ecc,10828,0,0,0,0,11.225,7.730664649327632,51.62451533373021
389,weather_daily,T2330,solar,2330,72,185355c38152c2744181a9a8849e531e2f17c3a30132a154b6f7cfea9c19f7dc,10828,0,0,0,0,11.999999999999998,8.231502836240912,57.83346825212372
390,weather_daily,T2338,solar,2338,3,0045c432bc04e3c8e91d50ba0d8f2bffe790db13f622ad19767061b80e5ca90b,10828,0,0,0,0,13.3,8.142209461858013,37.91999858911345
391,weather_daily,T2344,solar,2344,52,1384e668ff68e6f0694fd07472cc98a4550dbf54126284bd5b8bf6f42a166779,10828,0,0,0,0,13.4,8.163991146253357,37.28369382592028
392,weather_daily,T2351,solar,2351,4,0047f73ed13c19242d19f7b8f5a14153da70f9f687a12e1564d897ed0394d396,10828,0,0,0,0,12.7,7.984799723387296,38.4158831640116
393,weather_daily,T2355,solar,2355,106,24399ece882a0b5a651405b0271ecd3ff8c60b32597493554fbcc85d096db2e8,10828,0,0,0,0,13.424999999999995,8.176901226349187,36.87014095902955
394,weather_daily,T2359,solar,2359,104,23c67658f52e5fd4cea1f94f9ce7a417db27e44d1366f5d7d95938401f515fbd,10828,0,0,0,0,15.1,9.132123588937915,44.78500798708542
395,weather_daily,T2362,solar,2362,9,0194753b5756b8ceea52622c003c61c6d806c406e90e6f7b6a271e42c868c918,10828,0,0,0,0,12.0,7.791393873135519,39.91444043913593
396,weather_daily,T2366,solar,2366,31,0a7d098432e0273920f6b5411ffb9f034e1e219182688ba7d32aa291673fe938,10828,0,0,0,0,12.7,7.93195596293372,38.31839852507076
397,weather_daily,T2371,solar,2371,102,239355f235906a02459a28d3739585c178df787e70411d86b06f5ee48be19baa,10828,0,0,0,0,12.7,8.590417072863026,54.16088370914467
398,weather_daily,T2375,solar,2375,59,1469bdf5dd3375dc4c307ca4dcc6c9963c7b2f5a61fde33fe8e7ca73250cf9ec,10828,0,0,0,0,14.9,8.85843709669357,40.17933527742305
399,weather_daily,T2381,solar,2381,92,1ed0c609dc3f5c849aeaef18ffcf54ffbeb77b21d541e178ec39e82f664a821e,10828,0,0,0,0,14.900000000000002,8.964382028488025,42.735812310686335
400,weather_daily,T2387,solar,2387,19,0647b54b485b887fd6ea8ad97cca7fedd996f0dbffa1866c136780991f0bfe0d,10828,0,0,0,0,12.4,8.026406689991921,41.71936462015517
401,weather_daily,T2404,solar,2404,55,13e59eaebba96ad335f20ab2125091a3fb5b4e17181094a1e661f9cba8242aab,10828,0,0,0,0,13.3,8.571734393691617,50.38941282878383
402,weather_daily,T2406,solar,2406,115,26812f389d75d03ac8c75432f7ec96a7e850814f9a8b8a9b2a0827c71201b734,10828,0,0,0,0,12.9,8.43850609585096,48.01445091286188
403,weather_daily,T2407,solar,2407,6,015cff78ab486cb26389891ebb97bb38385febf47f7305b893954870e5077e32,10828,0,0,0,0,13.4,8.563547797581501,49.391300547957954
404,weather_daily,T2408,solar,2408,51,132cd24aa3b3c24571bf835f4214df4452bf8d648420d04e395e90c9e4f0184b,3523,0,0,0,0,11.85,7.824023279622657,35.5300787113673
405,weather_daily,T2409,solar,2409,54,13d0b94a4392570287a4a959c28070497e649e0cf76353f51e89fa86078d608e,10828,0,0,0,0,13.5,8.580346683891243,50.126254447093295
406,weather_daily,T2422,solar,2422,76,18ae2b81e56bfc362d0066c9fc2774e111fbccb760feb7c76b6608182bbb1f20,10828,0,0,0,0,12.3,7.703189459252109,37.41953162739512
407,weather_daily,T2425,solar,2425,25,07c3a929f05e2d3bc09e58f653908579f9a7ece197e8cdaeb204a069df89ce7e,10828,0,0,0,0,13.0,8.358399747215188,45.39327634285475
408,weather_daily,T2432,solar,2432,8,0192353b946c56dcf4afd89dda054410f3f8ce6575cd0624b0204234bb642b3e,10828,0,0,0,0,11.5,7.669462201702896,39.41510712764659
409,weather_daily,T2433,solar,2433,65,17873205fdf580934f61f7bb2a72957ffe6e04340459afbe9082b20904d9d125,10828,0,0,0,0,12.8,7.828587574503487,34.81242691472198
410,weather_daily,T2440,solar,2440,131,2b4663899f0fb3b0a07b78c9401c5e90fe8ea20ec68002adf987f4b125f17704,10828,0,0,0,0,13.9,8.773853531551211,43.465481607762385
411,weather_daily,T2445,solar,2445,12,02839276ce699ddafa0797d588d18c1c80e8cfe0b5c4b407a09cc0efabbe029e,10828,0,0,0,0,12.8,8.274882335096736,43.44576724562261
412,weather_daily,T2458,solar,2458,66,179e32832eeaf20cfa469c3169242dff41ace96fdd2db9b7f3f91fd01935cb0a,10828,0,0,0,0,14.3,8.46207729780464,36.20867968413085
413,weather_daily,T2460,solar,2460,127,296f53587002d4f4a97dbbdb16c877937c17d01484f3478e3345da4c25d349e2,10828,0,0,0,0,14.499999999999998,8.568158932289954,37.10254743723149
414,weather_daily,T2464,solar,2464,114,2662b7fc7bfdc64994c496cf81287b561003bc1a1eb1cac68d83439a973aeb31,4619,0,0,0,0,13.500000000000002,8.420215846687281,40.618009918691705
415,weather_daily,T2465,solar,2465,95,2050e87ec10fc85251c0f3b3e195131254c1f6f83659e028a3ecbd2cd7c14c6e,10828,0,0,0,0,11.2,7.454396325804911,37.7453059093274
416,weather_daily,T2469,solar,2469,18,05ee88cf4ffdfbdbc36de5f024ba183ed7f32655fe498886ea47b7569544b7d3,10828,0,0,0,0,9.499999999999998,7.15975886895065,44.5951521096093
417,weather_daily,T2480,solar,2480,61,15f683001edf554352b19bc5a1599d91b19b4faabf699ecde674e2ca6eb09e7c,10828,0,0,0,0,10.400000000000002,7.270389674510287,37.46852340327623
418,weather_daily,T2484,solar,2484,124,28592c39ff5c2107cb93ccd1fd2220afb9c9d563cdb0fe4992eebc522cb394a7,10828,0,0,0,0,13.1,8.475228819519305,48.24726735787256
419,weather_daily,T2485,solar,2485,36,0b908673a1c131338a144ef380e435beef7fde79fc4d316addb5edb01342eb0a,10828,0,0,0,0,13.0,7.771557285010415,33.27364641658281
420,weather_daily,T2489,solar,2489,116,268232139e6ffe5796d3818bdf3d0937e277fae3f9aa53509a2afbfd5aca0e86,10828,0,0,0,0,13.2,8.546232564597027,41.7072096266606
421,weather_daily,T2490,solar,2490,107,245c061bd358e346cd0879f5c041f1732e89d6f1a37f1e1e57affdc28585cd56,10828,0,0,0,0,14.2,8.53977671602822,37.16370791131956
422,weather_daily,T2503,solar,2503,49,1282681483eedc9f6dfbe44cd0b27e18bbeff0d8a9ec1317023e3aeb8baf68ff,10828,0,0,0,0,13.0,8.509217131254179,44.327939547715864
423,weather_daily,T2506,solar,2506,42,0e8aeb0b4535015d6d26171d153a12a08178c1f192dea3fa8b08e57bd617ac44,10828,0,0,0,0,14.1,8.684364107293941,46.29781056717306
424,weather_daily,T2520,solar,2520,23,06c86fe6f744e7e5a24b2fa5b48fb7bae4225a2636d9dc3d15ce50cd640f6170,10828,0,0,0,0,12.6,8.197983500478331,42.40193695074494
425,weather_daily,T2525,solar,2525,82,1b3be236ad4c49f8ba7595d33171f965ecbc9b9669814812281a44d37af7837c,10828,0,0,0,0,12.725,8.288318981529262,42.92750488598519
426,weather_daily,T2530,solar,2530,112,24bece43a952600d92794bb74e2a86150845829af646ea5ff6fa97ed83029092,10828,0,0,0,0,12.2,7.480796557188876,31.889838969521517
427,weather_daily,T2536,solar,2536,81,1a95a370229bc67ab516d79491f27ade15558e037f2b497fc355e309f7cbf1d9,10828,0,0,0,0,14.3,8.36361736093827,36.70668667676714
428,weather_daily,T2539,solar,2539,80,19d3c45cc17bc177c2561afc931b5a256184a90f9fb80af390bf06a966b5907f,10828,0,0,0,0,12.2,8.657971478319654,53.239898317917934
429,weather_daily,T2540,solar,2540,123,284bfc061f4fd8cd2e83f0d844b2c5ac857c7b94f80f41404ffa5a36100cfa3c,10828,0,0,0,0,13.925,8.584422543774117,39.301519840945545
430,weather_daily,T2574,solar,2574,100,22bf8f48faa964a2550cd37eb01784df0fd5a9ec0318e9912d33deda1376ea7f,10828,0,0,0,0,9.5,6.9935648010090254,42.86858342776684
